,지역,시도명,시군구명,읍면동명
8268,전라남도 여수시 봉계동 ,전라남도,여수시,봉계동
8269,전라남도 여수시 해산동 ,전라남도,여수시,해산동
8270,전라남도 여수시 화치동 ,전라남도,여수시,화치동
8271,전라남도 여수시 월하동 ,전라남도,여수시,월하동
8272,전라남도 여수시 평여동 ,전라남도,여수시,평여동
8273,전라남도 여수시 중흥동 ,전라남도,여수시,중흥동
8274,전라남도 여수시 적량동 ,전라남도,여수시,적량동
8275,전라남도 여수시 월내동 ,전라남도,여수시,월내동
8276,전라남도 여수시 묘도동 ,전라남도,여수시,묘도동
8277,전라남도 여수시 낙포동 ,전라남도,여수시,낙포동
8278,전라남도 여수시 신덕동 ,전라남도,여수시,신덕동
8279,전라남도 여수시 상암동 ,전라남도,여수시,상암동
8280,전라남도 여수시 호명동 ,전라남도,여수시,호명동
8281,전라남도 여수시 돌산읍 ,전라남도,여수시,돌산읍
8292,전라남도 여수시 소라면 ,전라남도,여수시,소라면
8301,전라남도 여수시 율촌면 ,전라남도,여수시,율촌면
8312,전라남도 여수시 화양면 ,전라남도,여수시,화양면
8323,전라남도 여수시 남면 ,전라남도,여수시,남면
8333,전라남도 여수시 화정면 ,전라남도,여수시,화정면
8344,전라남도 여수시 삼산면 ,전라남도,여수시,삼산면
8351,전라남도 순천시 삼거동 ,전라남도,순천시,삼거동
8352,전라남도 순천시 와룡동 ,전라남도,순천시,와룡동
8353,전라남도 순천시 영동 ,전라남도,순천시,영동
8354,전라남도 순천시 옥천동 ,전라남도,순천시,옥천동
8355,전라남도 순천시 행동 ,전라남도,순천시,행동
8356,전라남도 순천시 금곡동 ,전라남도,순천시,금곡동
8357,전라남도 순천시 매곡동 ,전라남도,순천시,매곡동
8358,전라남도 순천시 석현동 ,전라남도,순천시,석현동
8359,전라남도 순천시 가곡동 ,전라남도,순천시,가곡동
8360,전라남도 순천시 용당동 ,전라남도,순천시,용당동
8361,전라남도 순천시 조곡동 ,전라남도,순천시,조곡동
8362,전라남도 순천시 생목동 ,전라남도,순천시,생목동
8363,전라남도 순천시 덕암동 ,전라남도,순천시,덕암동
8364,전라남도 순천시 연향동 ,전라남도,순천시,연향동
8365,전라남도 순천시 풍덕동 ,전라남도,순천시,풍덕동
8366,전라남도 순천시 남정동 ,전라남도,순천시,남정동
8367,전라남도 순천시 인제동 ,전라남도,순천시,인제동
8368,전라남도 순천시 저전동 ,전라남도,순천시,저전동
8369,전라남도 순천시 장천동 ,전라남도,순천시,장천동
8370,전라남도 순천시 남내동 ,전라남도,순천시,남내동
8371,전라남도 순천시 중앙동 ,전라남도,순천시,중앙동
8372,전라남도 순천시 동외동 ,전라남도,순천시,동외동
8373,전라남도 순천시 교량동 ,전라남도,순천시,교량동
8374,전라남도 순천시 대룡동 ,전라남도,순천시,대룡동
8375,전라남도 순천시 홍내동 ,전라남도,순천시,홍내동
8376,전라남도 순천시 오천동 ,전라남도,순천시,오천동
8377,전라남도 순천시 덕월동 ,전라남도,순천시,덕월동
8378,전라남도 순천시 야흥동 ,전라남도,순천시,야흥동
8379,전라남도 순천시 인월동 ,전라남도,순천시,인월동
8380,전라남도 순천시 안풍동 ,전라남도,순천시,안풍동
8381,전라남도 순천시 대대동 ,전라남도,순천시,대대동
8382,전라남도 순천시 왕지동 ,전라남도,순천시,왕지동
8383,전라남도 순천시 조례동 ,전라남도,순천시,조례동
8384,전라남도 순천시 승주읍 ,전라남도,순천시,승주읍
8399,전라남도 순천시 해룡면 ,전라남도,순천시,해룡면
8418,전라남도 순천시 서면 ,전라남도,순천시,서면
8433,전라남도 순천시 황전면 ,전라남도,순천시,황전면
8450,전라남도 순천시 월등면 ,전라남도,순천시,월등면
8461,전라남도 순천시 주암면 ,전라남도,순천시,주암면
8482,전라남도 순천시 송광면 ,전라남도,순천시,송광면
8498,전라남도 순천시 외서면 ,전라남도,순천시,외서면
8507,전라남도 순천시 낙안면 ,전라남도,순천시,낙안면
8527,전라남도 순천시 별량면 ,전라남도,순천시,별량면
8546,전라남도 순천시 상사면 ,전라남도,순천시,상사면
8558,전라남도 나주시 토계동 ,전라남도,나주시,토계동
8559,전라남도 나주시 송월동 ,전라남도,나주시,송월동
8560,전라남도 나주시 안창동 ,전라남도,나주시,안창동
8561,전라남도 나주시 삼영동 ,전라남도,나주시,삼영동
8562,전라남도 나주시 교동 ,전라남도,나주시,교동
8563,전라남도 나주시 서내동 ,전라남도,나주시,서내동
8564,전라남도 나주시 산정동 ,전라남도,나주시,산정동
8565,전라남도 나주시 경현동 ,전라남도,나주시,경현동
8566,전라남도 나주시 보산동 ,전라남도,나주시,보산동
8567,전라남도 나주시 금계동 ,전라남도,나주시,금계동
8568,전라남도 나주시 금성동 ,전라남도,나주시,금성동
8569,전라남도 나주시 남내동 ,전라남도,나주시,남내동
8570,전라남도 나주시 과원동 ,전라남도,나주시,과원동
8571,전라남도 나주시 성북동 ,전라남도,나주시,성북동
8572,전라남도 나주시 중앙동 ,전라남도,나주시,중앙동
8573,전라남도 나주시 대호동 ,전라남도,나주시,대호동
8574,전라남도 나주시 송촌동 ,전라남도,나주시,송촌동
8575,전라남도 나주시 석현동 ,전라남도,나주시,석현동
8576,전라남도 나주시 청동 ,전라남도,나주시,청동
8577,전라남도 나주시 남외동 ,전라남도,나주시,남외동
8578,전라남도 나주시 죽림동 ,전라남도,나주시,죽림동
8579,전라남도 나주시 삼도동 ,전라남도,나주시,삼도동
8580,전라남도 나주시 영산동 ,전라남도,나주시,영산동
8581,전라남도 나주시 용산동 ,전라남도,나주시,용산동
8582,전라남도 나주시 관정동 ,전라남도,나주시,관정동
8583,전라남도 나주시 평산동 ,전라남도,나주시,평산동
8584,전라남도 나주시 부덕동 ,전라남도,나주시,부덕동
8585,전라남도 나주시 이창동 ,전라남도,나주시,이창동
8586,전라남도 나주시 대기동 ,전라남도,나주시,대기동
8587,전라남도 나주시 운곡동 ,전라남도,나주시,운곡동
8588,전라남도 나주시 동수동 ,전라남도,나주시,동수동
8589,전라남도 나주시 오량동 ,전라남도,나주시,오량동
8590,전라남도 나주시 진포동 ,전라남도,나주시,진포동
8591,전라남도 나주시 빛가람동 ,전라남도,나주시,빛가람동
8592,전라남도 나주시 남평읍 ,전라남도,나주시,남평읍
8609,전라남도 나주시 세지면 ,전라남도,나주시,세지면
8619,전라남도 나주시 왕곡면 ,전라남도,나주시,왕곡면
8632,전라남도 나주시 반남면 ,전라남도,나주시,반남면
8640,전라남도 나주시 공산면 ,전라남도,나주시,공산면
8651,전라남도 나주시 동강면 ,전라남도,나주시,동강면
8663,전라남도 나주시 다시면 ,전라남도,나주시,다시면
8679,전라남도 나주시 문평면 ,전라남도,나주시,문평면
8692,전라남도 나주시 노안면 ,전라남도,나주시,노안면
8706,전라남도 나주시 금천면 ,전라남도,나주시,금천면
8718,전라남도 나주시 산포면 ,전라남도,나주시,산포면
8728,전라남도 나주시 다도면 ,전라남도,나주시,다도면
8740,전라남도 나주시 봉황면 ,전라남도,나주시,봉황면
8759,전라남도 광양시 황금동 ,전라남도,광양시,황금동
8760,전라남도 광양시 황길동 ,전라남도,광양시,황길동
8761,전라남도 광양시 도이동 ,전라남도,광양시,도이동
8762,전라남도 광양시 성황동 ,전라남도,광양시,성황동
8763,전라남도 광양시 중군동 ,전라남도,광양시,중군동
8764,전라남도 광양시 중동 ,전라남도,광양시,중동
8765,전라남도 광양시 마동 ,전라남도,광양시,마동
8766,전라남도 광양시 광영동 ,전라남도,광양시,광영동
8767,전라남도 광양시 태인동 ,전라남도,광양시,태인동
8768,전라남도 광양시 금호동 ,전라남도,광양시,금호동
8769,전라남도 광양시 광양읍 ,전라남도,광양시,광양읍
8785,전라남도 광양시 봉강면 ,전라남도,광양시,봉강면
8793,전라남도 광양시 옥룡면 ,전라남도,광양시,옥룡면
8802,전라남도 광양시 옥곡면 ,전라남도,광양시,옥곡면
8810,전라남도 광양시 진상면 ,전라남도,광양시,진상면
8818,전라남도 광양시 진월면 ,전라남도,광양시,진월면
8829,전라남도 광양시 다압면 ,전라남도,광양시,다압면
8835,전라남도 담양군 담양읍 ,전라남도,담양군,담양읍
8855,전라남도 담양군 봉산면 ,전라남도,담양군,봉산면
8865,전라남도 담양군 고서면 ,전라남도,담양군,고서면
8876,전라남도 담양군 가사문학면 ,전라남도,담양군,가사문학면
8888,전라남도 담양군 창평면 ,전라남도,담양군,창평면
8901,전라남도 담양군 대덕면 ,전라남도,담양군,대덕면
8913,전라남도 담양군 무정면 ,전라남도,담양군,무정면
8927,전라남도 담양군 금성면 ,전라남도,담양군,금성면
8938,전라남도 담양군 용면 ,전라남도,담양군,용면
8947,전라남도 담양군 월산면 ,전라남도,담양군,월산면
8958,전라남도 담양군 수북면 ,전라남도,담양군,수북면
8974,전라남도 담양군 대전면 ,전라남도,담양군,대전면
8987,전라남도 곡성군 곡성읍 ,전라남도,곡성군,곡성읍
9002,전라남도 곡성군 오곡면 ,전라남도,곡성군,오곡면
9013,전라남도 곡성군 삼기면 ,전라남도,곡성군,삼기면
9026,전라남도 곡성군 석곡면 ,전라남도,곡성군,석곡면
9039,전라남도 곡성군 목사동면 ,전라남도,곡성군,목사동면
9052,전라남도 곡성군 죽곡면 ,전라남도,곡성군,죽곡면
9067,전라남도 곡성군 고달면 ,전라남도,곡성군,고달면
9075,전라남도 곡성군 옥과면 ,전라남도,곡성군,옥과면
9087,전라남도 곡성군 입면 ,전라남도,곡성군,입면
9100,전라남도 곡성군 겸면 ,전라남도,곡성군,겸면
9113,전라남도 곡성군 오산면 ,전라남도,곡성군,오산면
9123,전라남도 구례군 구례읍 ,전라남도,구례군,구례읍
9134,전라남도 구례군 문척면 ,전라남도,구례군,문척면
9139,전라남도 구례군 간전면 ,전라남도,구례군,간전면
9149,전라남도 구례군 토지면 ,전라남도,구례군,토지면
9160,전라남도 구례군 마산면 ,전라남도,구례군,마산면
9167,전라남도 구례군 광의면 ,전라남도,구례군,광의면
9176,전라남도 구례군 용방면 ,전라남도,구례군,용방면
9184,전라남도 구례군 산동면 ,전라남도,구례군,산동면
9200,전라남도 고흥군 고흥읍 ,전라남도,고흥군,고흥읍
9210,전라남도 고흥군 도양읍 ,전라남도,고흥군,도양읍
9218,전라남도 고흥군 풍양면 ,전라남도,고흥군,풍양면
9231,전라남도 고흥군 도덕면 ,전라남도,고흥군,도덕면
9238,전라남도 고흥군 금산면 ,전라남도,고흥군,금산면
9246,전라남도 고흥군 도화면 ,전라남도,고흥군,도화면
9257,전라남도 고흥군 포두면 ,전라남도,고흥군,포두면
9270,전라남도 고흥군 봉래면 ,전라남도,고흥군,봉래면
9275,전라남도 고흥군 점암면 ,전라남도,고흥군,점암면
9287,전라남도 고흥군 과역면 ,전라남도,고흥군,과역면
9296,전라남도 고흥군 남양면 ,전라남도,고흥군,남양면
9305,전라남도 고흥군 동강면 ,전라남도,고흥군,동강면
9316,전라남도 고흥군 대서면 ,전라남도,고흥군,대서면
9324,전라남도 고흥군 두원면 ,전라남도,고흥군,두원면
9338,전라남도 고흥군 영남면 ,전라남도,고흥군,영남면
9343,전라남도 고흥군 동일면 ,전라남도,고흥군,동일면
9347,전라남도 보성군 보성읍 ,전라남도,보성군,보성읍
9358,전라남도 보성군 벌교읍 ,전라남도,보성군,벌교읍
9380,전라남도 보성군 노동면 ,전라남도,보성군,노동면
9391,전라남도 보성군 미력면 ,전라남도,보성군,미력면
9399,전라남도 보성군 겸백면 ,전라남도,보성군,겸백면
9409,전라남도 보성군 율어면 ,전라남도,보성군,율어면
9419,전라남도 보성군 복내면 ,전라남도,보성군,복내면
9432,전라남도 보성군 문덕면 ,전라남도,보성군,문덕면
9442,전라남도 보성군 조성면 ,전라남도,보성군,조성면
9455,전라남도 보성군 득량면 ,전라남도,보성군,득량면
9465,전라남도 보성군 회천면 ,전라남도,보성군,회천면
9478,전라남도 보성군 웅치면 ,전라남도,보성군,웅치면
9485,전라남도 화순군 화순읍 ,전라남도,화순군,화순읍
9511,전라남도 화순군 한천면 ,전라남도,화순군,한천면
9523,전라남도 화순군 춘양면 ,전라남도,화순군,춘양면
9538,전라남도 화순군 청풍면 ,전라남도,화순군,청풍면
9550,전라남도 화순군 이양면 ,전라남도,화순군,이양면
9568,전라남도 화순군 능주면 ,전라남도,화순군,능주면
9581,전라남도 화순군 도곡면 ,전라남도,화순군,도곡면
9594,전라남도 화순군 도암면 ,전라남도,화순군,도암면
9610,전라남도 화순군 이서면 ,전라남도,화순군,이서면
9623,전라남도 화순군 백아면 ,전라남도,화순군,백아면
9640,전라남도 화순군 동복면 ,전라남도,화순군,동복면
9653,전라남도 화순군 사평면 ,전라남도,화순군,사평면
9670,전라남도 화순군 동면 ,전라남도,화순군,동면
9686,전라남도 장흥군 장흥읍 ,전라남도,장흥군,장흥읍
9714,전라남도 장흥군 관산읍 ,전라남도,장흥군,관산읍
9731,전라남도 장흥군 대덕읍 ,전라남도,장흥군,대덕읍
9741,전라남도 장흥군 용산면 ,전라남도,장흥군,용산면
9756,전라남도 장흥군 안양면 ,전라남도,장흥군,안양면
9770,전라남도 장흥군 장동면 ,전라남도,장흥군,장동면
9779,전라남도 장흥군 장평면 ,전라남도,장흥군,장평면
9799,전라남도 장흥군 유치면 ,전라남도,장흥군,유치면
9816,전라남도 장흥군 부산면 ,전라남도,장흥군,부산면
9826,전라남도 장흥군 회진면 ,전라남도,장흥군,회진면
9832,전라남도 강진군 강진읍 ,전라남도,강진군,강진읍
9848,전라남도 강진군 군동면 ,전라남도,강진군,군동면
9862,전라남도 강진군 칠량면 ,전라남도,강진군,칠량면
9875,전라남도 강진군 대구면 ,전라남도,강진군,대구면
9882,전라남도 강진군 도암면 ,전라남도,강진군,도암면
9895,전라남도 강진군 신전면 ,전라남도,강진군,신전면
9903,전라남도 강진군 성전면 ,전라남도,강진군,성전면
9915,전라남도 강진군 작천면 ,전라남도,강진군,작천면
9928,전라남도 강진군 병영면 ,전라남도,강진군,병영면
9941,전라남도 강진군 옴천면 ,전라남도,강진군,옴천면
9949,전라남도 강진군 마량면 ,전라남도,강진군,마량면
9955,전라남도 해남군 해남읍 ,전라남도,해남군,해남읍
9974,전라남도 해남군 삼산면 ,전라남도,해남군,삼산면
9984,전라남도 해남군 화산면 ,전라남도,해남군,화산면
10000,전라남도 해남군 현산면 ,전라남도,해남군,현산면
10013,전라남도 해남군 송지면 ,전라남도,해남군,송지면
10028,전라남도 해남군 북평면 ,전라남도,해남군,북평면
10037,전라남도 해남군 북일면 ,전라남도,해남군,북일면
10046,전라남도 해남군 옥천면 ,전라남도,해남군,옥천면
10061,전라남도 해남군 계곡면 ,전라남도,해남군,계곡면
10077,전라남도 해남군 마산면 ,전라남도,해남군,마산면
10089,전라남도 해남군 황산면 ,전라남도,해남군,황산면
10103,전라남도 해남군 산이면 ,전라남도,해남군,산이면
10117,전라남도 해남군 문내면 ,전라남도,해남군,문내면
10130,전라남도 해남군 화원면 ,전라남도,해남군,화원면
10147,전라남도 영암군 영암읍 ,전라남도,영암군,영암읍
10164,전라남도 영암군 삼호읍 ,전라남도,영암군,삼호읍
10175,전라남도 영암군 덕진면 ,전라남도,영암군,덕진면
10185,전라남도 영암군 금정면 ,전라남도,영암군,금정면
10197,전라남도 영암군 신북면 ,전라남도,영암군,신북면
10211,전라남도 영암군 시종면 ,전라남도,영암군,시종면
10226,전라남도 영암군 도포면 ,전라남도,영암군,도포면
10235,전라남도 영암군 군서면 ,전라남도,영암군,군서면
10247,전라남도 영암군 서호면 ,전라남도,영암군,서호면
10258,전라남도 영암군 학산면 ,전라남도,영암군,학산면
10269,전라남도 영암군 미암면 ,전라남도,영암군,미암면
10279,전라남도 무안군 무안읍 ,전라남도,무안군,무안읍
10290,전라남도 무안군 일로읍 ,전라남도,무안군,일로읍
10305,전라남도 무안군 삼향읍 ,전라남도,무안군,삼향읍
10313,전라남도 무안군 몽탄면 ,전라남도,무안군,몽탄면
10332,전라남도 무안군 청계면 ,전라남도,무안군,청계면
10350,전라남도 무안군 현경면 ,전라남도,무안군,현경면
10363,전라남도 무안군 망운면 ,전라남도,무안군,망운면
10369,전라남도 무안군 해제면 ,전라남도,무안군,해제면
10386,전라남도 무안군 운남면 ,전라남도,무안군,운남면
10392,전라남도 함평군 함평읍 ,전라남도,함평군,함평읍
10407,전라남도 함평군 손불면 ,전라남도,함평군,손불면
10419,전라남도 함평군 신광면 ,전라남도,함평군,신광면
10432,전라남도 함평군 학교면 ,전라남도,함평군,학교면
10444,전라남도 함평군 엄다면 ,전라남도,함평군,엄다면
10453,전라남도 함평군 대동면 ,전라남도,함평군,대동면
10466,전라남도 함평군 나산면 ,전라남도,함평군,나산면
10481,전라남도 함평군 해보면 ,전라남도,함평군,해보면
10492,전라남도 함평군 월야면 ,전라남도,함평군,월야면
10505,전라남도 영광군 영광읍 ,전라남도,영광군,영광읍
10525,전라남도 영광군 백수읍 ,전라남도,영광군,백수읍
10543,전라남도 영광군 홍농읍 ,전라남도,영광군,홍농읍
10553,전라남도 영광군 대마면 ,전라남도,영광군,대마면
10562,전라남도 영광군 묘량면 ,전라남도,영광군,묘량면
10571,전라남도 영광군 불갑면 ,전라남도,영광군,불갑면
10585,전라남도 영광군 군서면 ,전라남도,영광군,군서면
10596,전라남도 영광군 군남면 ,전라남도,영광군,군남면
10609,전라남도 영광군 염산면 ,전라남도,영광군,염산면
10619,전라남도 영광군 법성면 ,전라남도,영광군,법성면
10631,전라남도 영광군 낙월면 ,전라남도,영광군,낙월면
10643,전라남도 장성군 장성읍 ,전라남도,장성군,장성읍
10660,전라남도 장성군 진원면 ,전라남도,장성군,진원면
10670,전라남도 장성군 남면 ,전라남도,장성군,남면
10680,전라남도 장성군 동화면 ,전라남도,장성군,동화면
10690,전라남도 장성군 삼서면 ,전라남도,장성군,삼서면
10705,전라남도 장성군 삼계면 ,전라남도,장성군,삼계면
10721,전라남도 장성군 황룡면 ,전라남도,장성군,황룡면
10735,전라남도 장성군 서삼면 ,전라남도,장성군,서삼면
10743,전라남도 장성군 북일면 ,전라남도,장성군,북일면
10751,전라남도 장성군 북이면 ,전라남도,장성군,북이면
10764,전라남도 장성군 북하면 ,전라남도,장성군,북하면
10777,전라남도 완도군 완도읍 ,전라남도,완도군,완도읍
10788,전라남도 완도군 금일읍 ,전라남도,완도군,금일읍
10798,전라남도 완도군 노화읍 ,전라남도,완도군,노화읍
10809,전라남도 완도군 군외면 ,전라남도,완도군,군외면
10818,전라남도 완도군 신지면 ,전라남도,완도군,신지면
10825,전라남도 완도군 고금면 ,전라남도,완도군,고금면
10836,전라남도 완도군 약산면 ,전라남도,완도군,약산면
10842,전라남도 완도군 청산면 ,전라남도,완도군,청산면
10856,전라남도 완도군 소안면 ,전라남도,완도군,소안면
10865,전라남도 완도군 금당면 ,전라남도,완도군,금당면
10869,전라남도 완도군 보길면 ,전라남도,완도군,보길면
10874,전라남도 완도군 생일면 ,전라남도,완도군,생일면
10878,전라남도 진도군 진도읍 ,전라남도,진도군,진도읍
10890,전라남도 진도군 군내면 ,전라남도,진도군,군내면
10901,전라남도 진도군 고군면 ,전라남도,진도군,고군면
10913,전라남도 진도군 의신면 ,전라남도,진도군,의신면
10929,전라남도 진도군 임회면 ,전라남도,진도군,임회면
10943,전라남도 진도군 지산면 ,전라남도,진도군,지산면
10959,전라남도 진도군 조도면 ,전라남도,진도군,조도면
10983,전라남도 신안군 지도읍 ,전라남도,신안군,지도읍
10995,전라남도 신안군 압해읍 ,전라남도,신안군,압해읍
11009,전라남도 신안군 증도면 ,전라남도,신안군,증도면
11015,전라남도 신안군 임자면 ,전라남도,신안군,임자면
11024,전라남도 신안군 자은면 ,전라남도,신안군,자은면
11034,전라남도 신안군 비금면 ,전라남도,신안군,비금면
11048,전라남도 신안군 도초면 ,전라남도,신안군,도초면
11060,전라남도 신안군 흑산면 ,전라남도,신안군,흑산면
11074,전라남도 신안군 하의면 ,전라남도,신안군,하의면
11082,전라남도 신안군 신의면 ,전라남도,신안군,신의면
11088,전라남도 신안군 장산면 ,전라남도,신안군,장산면
11096,전라남도 신안군 안좌면 ,전라남도,신안군,안좌면
11122,전라남도 신안군 팔금면 ,전라남도,신안군,팔금면
11130,전라남도 신안군 암태면 ,전라남도,신안군,암태면
11140,경상북도 포항시 남구 상도동 ,경상북도,포항시 남구,상도동
11141,경상북도 포항시 남구 대도동 ,경상북도,포항시 남구,대도동
11142,경상북도 포항시 남구 해도동 ,경상북도,포항시 남구,해도동
11143,경상북도 포항시 남구 송도동 ,경상북도,포항시 남구,송도동
11144,경상북도 포항시 남구 청림동 ,경상북도,포항시 남구,청림동
11145,경상북도 포항시 남구 일월동 ,경상북도,포항시 남구,일월동
11146,경상북도 포항시 남구 송정동 ,경상북도,포항시 남구,송정동
11147,경상북도 포항시 남구 송내동 ,경상북도,포항시 남구,송내동
11148,경상북도 포항시 남구 괴동동 ,경상북도,포항시 남구,괴동동
11149,경상북도 포항시 남구 동촌동 ,경상북도,포항시 남구,동촌동
11150,경상북도 포항시 남구 장흥동 ,경상북도,포항시 남구,장흥동
11151,경상북도 포항시 남구 인덕동 ,경상북도,포항시 남구,인덕동
11152,경상북도 포항시 남구 호동 ,경상북도,포항시 남구,호동
11153,경상북도 포항시 남구 효자동 ,경상북도,포항시 남구,효자동
11154,경상북도 포항시 남구 지곡동 ,경상북도,포항시 남구,지곡동
11155,경상북도 포항시 남구 대잠동 ,경상북도,포항시 남구,대잠동
11156,경상북도 포항시 남구 이동 ,경상북도,포항시 남구,이동
11157,경상북도 포항시 남구 구룡포읍 ,경상북도,포항시 남구,구룡포읍
11168,경상북도 포항시 남구 연일읍 ,경상북도,포항시 남구,연일읍
11182,경상북도 포항시 남구 오천읍 ,경상북도,포항시 남구,오천읍
11194,경상북도 포항시 남구 대송면 ,경상북도,포항시 남구,대송면
11204,경상북도 포항시 남구 동해면 ,경상북도,포항시 남구,동해면
11219,경상북도 포항시 남구 장기면 ,경상북도,포항시 남구,장기면
11243,경상북도 포항시 남구 호미곶면 ,경상북도,포항시 남구,호미곶면
11248,경상북도 포항시 북구 대흥동 ,경상북도,포항시 북구,대흥동
11249,경상북도 포항시 북구 신흥동 ,경상북도,포항시 북구,신흥동
11250,경상북도 포항시 북구 남빈동 ,경상북도,포항시 북구,남빈동
11251,경상북도 포항시 북구 상원동 ,경상북도,포항시 북구,상원동
11252,경상북도 포항시 북구 여천동 ,경상북도,포항시 북구,여천동
11253,경상북도 포항시 북구 중앙동 ,경상북도,포항시 북구,중앙동
11254,경상북도 포항시 북구 덕산동 ,경상북도,포항시 북구,덕산동
11255,경상북도 포항시 북구 덕수동 ,경상북도,포항시 북구,덕수동
11256,경상북도 포항시 북구 대신동 ,경상북도,포항시 북구,대신동
11257,경상북도 포항시 북구 동빈1가 ,경상북도,포항시 북구,동빈1가
11258,경상북도 포항시 북구 동빈2가 ,경상북도,포항시 북구,동빈2가
11259,경상북도 포항시 북구 학산동 ,경상북도,포항시 북구,학산동
11260,경상북도 포항시 북구 항구동 ,경상북도,포항시 북구,항구동
11261,경상북도 포항시 북구 득량동 ,경상북도,포항시 북구,득량동
11262,경상북도 포항시 북구 학잠동 ,경상북도,포항시 북구,학잠동
11263,경상북도 포항시 북구 죽도동 ,경상북도,포항시 북구,죽도동
11264,경상북도 포항시 북구 용흥동 ,경상북도,포항시 북구,용흥동
11265,경상북도 포항시 북구 우현동 ,경상북도,포항시 북구,우현동
11266,경상북도 포항시 북구 창포동 ,경상북도,포항시 북구,창포동
11267,경상북도 포항시 북구 두호동 ,경상북도,포항시 북구,두호동
11268,경상북도 포항시 북구 장성동 ,경상북도,포항시 북구,장성동
11269,경상북도 포항시 북구 양덕동 ,경상북도,포항시 북구,양덕동
11270,경상북도 포항시 북구 환호동 ,경상북도,포항시 북구,환호동
11271,경상북도 포항시 북구 여남동 ,경상북도,포항시 북구,여남동
11272,경상북도 포항시 북구 흥해읍 ,경상북도,포항시 북구,흥해읍
11303,경상북도 포항시 북구 신광면 ,경상북도,포항시 북구,신광면
11317,경상북도 포항시 북구 청하면 ,경상북도,포항시 북구,청하면
11336,경상북도 포항시 북구 송라면 ,경상북도,포항시 북구,송라면
11346,경상북도 포항시 북구 기계면 ,경상북도,포항시 북구,기계면
11363,경상북도 포항시 북구 죽장면 ,경상북도,포항시 북구,죽장면
11383,경상북도 포항시 북구 기북면 ,경상북도,포항시 북구,기북면
11391,경상북도 경주시 동부동 ,경상북도,경주시,동부동
11392,경상북도 경주시 서부동 ,경상북도,경주시,서부동
11393,경상북도 경주시 북부동 ,경상북도,경주시,북부동
11394,경상북도 경주시 성동동 ,경상북도,경주시,성동동
11395,경상북도 경주시 황오동 ,경상북도,경주시,황오동
11396,경상북도 경주시 노동동 ,경상북도,경주시,노동동
11397,경상북도 경주시 노서동 ,경상북도,경주시,노서동
11398,경상북도 경주시 성건동 ,경상북도,경주시,성건동
11399,경상북도 경주시 사정동 ,경상북도,경주시,사정동
11400,경상북도 경주시 황남동 ,경상북도,경주시,황남동
11401,경상북도 경주시 교동 ,경상북도,경주시,교동
11402,경상북도 경주시 인왕동 ,경상북도,경주시,인왕동
11403,경상북도 경주시 탑동 ,경상북도,경주시,탑동
11404,경상북도 경주시 충효동 ,경상북도,경주시,충효동
11405,경상북도 경주시 서악동 ,경상북도,경주시,서악동
11406,경상북도 경주시 효현동 ,경상북도,경주시,효현동
11407,경상북도 경주시 광명동 ,경상북도,경주시,광명동
11408,경상북도 경주시 동방동 ,경상북도,경주시,동방동
11409,경상북도 경주시 도지동 ,경상북도,경주시,도지동
11410,경상북도 경주시 남산동 ,경상북도,경주시,남산동
11411,경상북도 경주시 배반동 ,경상북도,경주시,배반동
11412,경상북도 경주시 구황동 ,경상북도,경주시,구황동
11413,경상북도 경주시 보문동 ,경상북도,경주시,보문동
11414,경상북도 경주시 황성동 ,경상북도,경주시,황성동
11415,경상북도 경주시 용강동 ,경상북도,경주시,용강동
11416,경상북도 경주시 동천동 ,경상북도,경주시,동천동
11417,경상북도 경주시 평동 ,경상북도,경주시,평동
11418,경상북도 경주시 조양동 ,경상북도,경주시,조양동
11419,경상북도 경주시 시동 ,경상북도,경주시,시동
11420,경상북도 경주시 시래동 ,경상북도,경주시,시래동
11421,경상북도 경주시 구정동 ,경상북도,경주시,구정동
11422,경상북도 경주시 마동 ,경상북도,경주시,마동
11423,경상북도 경주시 하동 ,경상북도,경주시,하동
11424,경상북도 경주시 진현동 ,경상북도,경주시,진현동
11425,경상북도 경주시 천군동 ,경상북도,경주시,천군동
11426,경상북도 경주시 신평동 ,경상북도,경주시,신평동
11427,경상북도 경주시 덕동 ,경상북도,경주시,덕동
11428,경상북도 경주시 암곡동 ,경상북도,경주시,암곡동
11429,경상북도 경주시 황용동 ,경상북도,경주시,황용동
11430,경상북도 경주시 북군동 ,경상북도,경주시,북군동
11431,경상북도 경주시 손곡동 ,경상북도,경주시,손곡동
11432,경상북도 경주시 율동 ,경상북도,경주시,율동
11433,경상북도 경주시 배동 ,경상북도,경주시,배동
11434,경상북도 경주시 석장동 ,경상북도,경주시,석장동
11435,경상북도 경주시 감포읍 ,경상북도,경주시,감포읍
11445,경상북도 경주시 안강읍 ,경상북도,경주시,안강읍
11461,경상북도 경주시 건천읍 ,경상북도,경주시,건천읍
11473,경상북도 경주시 외동읍 ,경상북도,경주시,외동읍
11491,경상북도 경주시 문무대왕면 ,경상북도,경주시,문무대왕면
11507,경상북도 경주시 양남면 ,경상북도,경주시,양남면
11523,경상북도 경주시 내남면 ,경상북도,경주시,내남면
11537,경상북도 경주시 산내면 ,경상북도,경주시,산내면
11547,경상북도 경주시 서면 ,경상북도,경주시,서면
11556,경상북도 경주시 현곡면 ,경상북도,경주시,현곡면
